gender,mem_year,mem_month,mem_day,total_spending,total_reward,total_offer_completed_bogo,total_offer_completed_discount,total_offer_completed_informational,average_offer_difficulty_bogo,average_offer_difficulty_discount,average_offer_difficulty_informational,average_offer_duration_bogo,average_offer_duration_discount,average_offer_duration_informational,total_email_offers_bogo,total_email_offers_discount,total_email_offers_informational,total_mobile_offers_bogo,total_mobile_offers_discount,total_mobile_offers_informational,total_offer_received_bogo,total_offer_received_discount,total_offer_received_informational,total_reward_earned_bogo,total_reward_earned_discount,total_reward_earned_informational,total_social_offers_bogo,total_social_offers_discount,total_social_offers_informational,total_spent_on_offer_bogo,total_spent_on_offer_discount,total_spent_on_offer_informational,total_offer_viewed_bogo,total_offer_viewed_discount,total_offer_viewed_informational,total_web_offers_bogo,total_web_offers_discount,total_web_offers_informational,total_offer_received,total_offer_viewed,total_offer_completed,total_email_offers,total_web_offers,total_social_offers,total_mobile_offers,total_reward_earned,total_spent_on_offer,average_offer_difficulty,average_offer_duration,age,income,p_id
1,2016,1,30,25.14,0.0,0.0,0.0,0.0,8.333333333333334,0.0,0.0,6.333333333333332,0.0,4.0,3.0,0.0,2.0,3.0,0.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,2.0,35.68,0.0,1.76,2.0,0.0,2.0,3.0,0.0,2.0,5.0,4.0,0.0,5.0,5.0,5.0,5.0,0.0,37.44,5.0,5.4,51.12317029632275,55956.395348837206,6284
1,2015,7,30,22.92,0.0,0.0,0.0,0.0,6.666666666666668,7.0,0.0,5.666666666666668,7.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,22.14,5.58,0.0,3.0,1.0,1.0,3.0,1.0,1.0,5.0,5.0,0.0,5.0,5.0,5.0,5.0,0.0,27.72,5.4,5.4,51.12317029632275,55333.672949566986,12875
1,2017,11,25,15.02,0.0,0.0,0.0,0.0,10.0,10.0,0.0,5.0,7.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,3.0,0.67,5.62,4.57,1.0,1.0,3.0,1.0,1.0,3.0,5.0,5.0,0.0,5.0,5.0,5.0,5.0,0.0,10.86,4.0,4.2,51.12317029632275,59996.39855942377,15353
1,2016,4,18,13.090000000000002,0.0,0.0,0.0,0.0,10.0,10.0,0.0,7.0,7.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,3.81,6.82,0.9,1.0,2.0,1.0,1.0,2.0,1.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,0.0,11.53,7.5,6.0,51.12317029632275,55956.395348837206,12510
1,2016,10,18,9.7,0.0,0.0,0.0,0.0,10.0,10.0,0.0,7.0,9.25,0.0,1.0,4.0,0.0,1.0,4.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,1.49,13.46,0.0,1.0,4.0,0.0,1.0,4.0,0.0,5.0,5.0,0.0,5.0,5.0,5.0,5.0,0.0,14.95,10.0,8.8,51.12317029632275,59217.46031746032,5877
1,2015,9,5,25.73,10.0,1.0,1.0,0.0,5.0,20.0,0.0,5.0,10.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,0.0,1.0,1.0,1.0,20.57,21.31,2.54,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,10.0,44.42,8.333333333333334,6.0,54.957358294331776,69513.83399209486,7892
1,2018,1,14,1.61,0.0,0.0,0.0,0.0,7.5,0.0,0.0,6.0,0.0,3.0,2.0,0.0,3.0,2.0,0.0,3.0,2.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,3.0,2.0,0.0,3.0,5.0,5.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,3.0,4.2,50.236795774647895,58648.20056611403,5368
1,2017,6,7,11.43,0.0,0.0,0.0,0.0,10.0,0.0,0.0,6.0,0.0,3.5,2.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,11.19,0.0,3.41,2.0,0.0,2.0,2.0,0.0,2.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,0.0,14.6,5.0,4.75,50.236795774647895,59217.46031746032,4389
1,2016,5,6,16.04,7.0,1.0,2.0,0.0,5.0,10.0,0.0,6.0,7.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,5.0,4.0,0.0,2.0,2.0,0.0,11.38,17.9,0.0,1.0,0.0,0.0,2.0,2.0,0.0,4.0,1.0,3.0,4.0,4.0,4.0,4.0,9.0,29.28,7.5,6.5,48.491561181434605,53479.510127178524,1871
1,2015,2,6,11.31,0.0,0.0,0.0,0.0,8.333333333333334,0.0,0.0,5.666666666666668,0.0,4.0,3.0,0.0,1.0,3.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,11.31,0.0,0.0,3.0,0.0,1.0,3.0,0.0,1.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,0.0,11.31,6.25,5.25,51.12317029632275,55956.395348837206,5765
1,2018,7,8,6.99,0.0,0.0,0.0,0.0,0.0,14.25,0.0,0.0,8.5,3.5,0.0,4.0,2.0,0.0,4.0,2.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,6.99,0.1,0.0,1.0,1.0,0.0,4.0,2.0,6.0,2.0,0.0,6.0,6.0,6.0,6.0,0.0,7.09,9.5,6.833333333333332,47.95221112696149,58648.20056611403,15525
1,2015,11,15,124.44,0.0,0.0,0.0,0.0,5.0,7.0,0.0,7.0,7.0,3.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,3.69,3.94,221.18,1.0,1.0,2.0,1.0,1.0,2.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,0.0,228.81,3.0,5.25,51.58287795992714,71137.67146202743,8684
1,2018,3,27,8.43,5.0,1.0,0.0,0.0,7.5,10.0,0.0,7.0,10.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,0.0,0.0,2.0,1.0,1.0,6.22,0.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,5.0,6.22,6.25,6.75,51.44983582634075,58648.20056611403,8683
1,2018,5,1,3.89,0.0,0.0,0.0,0.0,9.285714285714286,0.0,0.0,5.0,0.0,3.0,7.0,0.0,1.0,7.0,0.0,1.0,7.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,1.0,3.82,0.0,0.0,7.0,0.0,0.0,7.0,0.0,1.0,8.0,7.0,0.0,8.0,8.0,8.0,8.0,0.0,3.82,8.125,4.75,53.40347071583514,56317.9012345679,12737
1,2017,12,7,91.63,5.0,0.0,2.0,0.0,5.0,8.5,0.0,6.333333333333332,8.5,0.0,3.0,2.0,0.0,3.0,2.0,0.0,3.0,2.0,0.0,0.0,5.0,0.0,3.0,2.0,0.0,23.77,81.09,0.0,3.0,2.0,0.0,3.0,2.0,0.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,104.86,6.4,7.2,50.236795774647895,55956.395348837206,12579
1,2017,12,28,0.0,0.0,0.0,0.0,0.0,10.0,13.333333333333336,0.0,5.0,9.0,3.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,3.0,1.0,5.0,5.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,10.0,7.0,51.12317029632275,58648.20056611403,6175
1,2018,2,5,0.0,0.0,0.0,0.0,0.0,8.333333333333334,10.0,0.0,6.333333333333332,7.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,3.0,1.0,1.0,5.0,5.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,7.0,5.8,51.12317029632275,58648.20056611403,10728
1,2017,9,20,10.61,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,3.0,0.0,6.0,1.0,0.0,6.0,1.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,27.14,0.52,0.0,6.0,1.0,0.0,6.0,1.0,7.0,7.0,0.0,7.0,7.0,7.0,7.0,0.0,27.66,8.571428571428571,9.0,51.12317029632275,60172.494172494175,10205
1,2018,4,6,0.81,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,3.0,0.0,3.0,1.0,0.0,3.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.62,0.0,0.0,3.0,1.0,0.0,3.0,1.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,0.0,1.62,5.25,6.0,51.12317029632275,58648.20056611403,16334
1,2018,4,18,7.99,0.0,0.0,0.0,0.0,0.0,7.75,0.0,0.0,7.0,3.5,0.0,4.0,2.0,0.0,4.0,2.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,6.99,3.38,0.0,4.0,2.0,0.0,4.0,2.0,6.0,6.0,0.0,6.0,6.0,6.0,6.0,0.0,10.37,5.166666666666667,5.833333333333332,51.12317029632275,58648.20056611403,9731
1,2015,8,17,17.56,0.0,0.0,0.0,0.0,10.0,0.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,16.61,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,16.61,10.0,7.0,50.236795774647895,59217.46031746032,16363
1,2017,8,21,0.0,0.0,0.0,0.0,0.0,0.0,13.5,0.0,0.0,8.5,4.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,3.0,2.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,9.0,7.0,51.12317029632275,60662.12871287129,5950
1,2017,2,1,15.13,3.0,0.0,1.0,0.0,7.5,7.0,0.0,6.0,7.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,1.11,12.35,0.0,1.0,1.0,0.0,2.0,1.0,0.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,13.46,7.333333333333332,6.333333333333332,51.12317029632275,55956.395348837206,9096
1,2016,7,21,19.75,3.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,7.0,3.5,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,7.96,8.91,0.0,1.0,2.0,0.0,1.0,2.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,16.87,2.333333333333333,4.666666666666667,51.58287795992714,69513.83399209486,10968
1,2015,8,11,20.7,2.0,0.0,3.0,0.0,7.5,10.0,0.0,6.0,7.75,0.0,2.0,4.0,0.0,2.0,4.0,0.0,2.0,4.0,0.0,0.0,6.0,0.0,2.0,4.0,0.0,5.89,35.79,0.0,2.0,4.0,0.0,2.0,4.0,0.0,6.0,6.0,3.0,6.0,6.0,6.0,6.0,6.0,41.68,9.166666666666666,7.166666666666668,51.12317029632275,56317.9012345679,12401
1,2017,8,15,20.59,0.0,0.0,0.0,0.0,5.0,10.0,0.0,5.0,8.5,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,2.1,5.6,0.0,1.0,2.0,1.0,1.0,2.0,1.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,0.0,7.699999999999997,6.25,6.25,51.44983582634075,58648.20056611403,15873
1,2017,9,12,4.43,0.0,0.0,0.0,0.0,5.0,10.0,0.0,5.0,10.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,2.12,4.43,0.0,1.0,1.0,0.0,1.0,1.0,2.0,4.0,2.0,0.0,4.0,4.0,4.0,4.0,0.0,6.55,3.75,5.25,51.12317029632275,58648.20056611403,173
1,2016,5,16,29.23,5.0,0.0,2.0,0.0,5.0,9.0,0.0,7.0,8.0,4.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,0.0,5.0,0.0,1.0,3.0,1.0,7.589999999999999,37.33,2.83,0.0,3.0,0.0,1.0,3.0,1.0,5.0,3.0,2.0,5.0,5.0,5.0,5.0,5.0,47.75,6.4,7.0,51.12317029632275,59217.46031746032,164
1,2017,9,28,9.97,0.0,0.0,0.0,0.0,10.0,10.25,0.0,5.0,7.75,0.0,3.0,4.0,0.0,3.0,4.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,6.04,8.280000000000001,0.0,3.0,4.0,0.0,3.0,4.0,0.0,7.0,7.0,0.0,7.0,7.0,7.0,7.0,0.0,14.32,10.142857142857142,6.571428571428571,51.12317029632275,59217.46031746032,13709
1,2017,9,3,0.31,0.0,0.0,0.0,0.0,5.0,0.0,0.0,6.333333333333332,0.0,4.0,3.0,0.0,1.0,3.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.31,0.0,0.0,1.0,0.0,1.0,3.0,0.0,1.0,4.0,2.0,0.0,4.0,4.0,4.0,4.0,0.0,0.31,3.75,5.75,51.12317029632275,58648.20056611403,13024
1,2018,1,14,33.67,3.0,0.0,1.0,0.0,10.0,7.0,0.0,5.0,7.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,1.0,1.0,1.0,11.57,8.53,10.85,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,30.95000000000001,5.666666666666668,5.0,49.87301587301587,67792.87695226974,1394
1,2017,12,7,39.18,8.0,1.0,1.0,0.0,5.0,7.0,0.0,5.0,7.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,5.0,3.0,0.0,1.0,1.0,0.0,13.79,9.08,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,8.0,22.87,6.0,6.0,54.957358294331776,69513.83399209486,8544
1,2018,6,8,0.0,0.0,0.0,0.0,0.0,10.0,15.0,0.0,5.0,10.0,4.0,3.0,2.0,1.0,3.0,2.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,3.0,2.0,1.0,6.0,4.0,0.0,6.0,6.0,6.0,6.0,0.0,0.0,10.0,6.5,51.12317029632275,59217.46031746032,5191
1,2017,10,14,55.31999999999999,8.0,0.0,3.0,0.0,10.0,8.0,0.0,7.0,7.0,0.0,1.0,3.0,0.0,1.0,3.0,0.0,1.0,3.0,0.0,0.0,8.0,0.0,1.0,3.0,0.0,0.0,55.32,0.0,1.0,3.0,0.0,1.0,3.0,0.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,8.0,55.32,8.5,7.0,51.12317029632275,60662.12871287129,8843
1,2016,1,4,39.47,0.0,0.0,0.0,0.0,8.75,20.0,0.0,5.0,10.0,4.0,4.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,29.3,13.48,0.0,4.0,0.0,0.0,4.0,1.0,1.0,6.0,4.0,0.0,6.0,6.0,6.0,6.0,0.0,42.78,9.166666666666666,5.666666666666668,51.12317029632275,54796.75675675676,4672
1,2016,6,18,9.85,0.0,0.0,0.0,0.0,7.5,15.0,0.0,7.0,8.5,3.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,5.879999999999999,7.65,2.95,2.0,1.0,1.0,2.0,2.0,1.0,5.0,4.0,0.0,5.0,5.0,5.0,5.0,0.0,16.48,9.0,6.8,51.12317029632275,55333.672949566986,10941
